record_id,enumerator_id,region,age,gender,education,occupation,employment_status,hours_worked,monthly_income,household_size,survey_date,is_planted_anomaly
REC004852,ENU0102,Odisha,74,Female,Secondary,None,Not in Labour Force,0,0,8,2025-12-23,False
REC004853,ENU0163,Kerala,24,Female,Higher Secondary,Shop Assistant,Employed,65,14162,5,2025-05-21,False
REC004854,ENU0139,Madhya Pradesh,26,Male,Secondary,Driver,Employed,57,15308,4,2025-07-07,False
REC004855,ENU0168,Rajasthan,42,Male,Graduate,None,Unemployed,0,0,4,2025-05-06,False
REC004856,ENU0228,Andhra Pradesh,48,Female,Higher Secondary,None,Not in Labour Force,0,0,7,2025-01-24,False
REC004857,ENU0157,Telangana,23,Male,Higher Secondary,Carpenter,Employed,56,17999,1,2025-11-29,False
REC004858,ENU0002,Kerala,76,Male,Primary,None,Not in Labour Force,8,0,3,2025-01-07,False
REC004859,ENU0028,Telangana,42,Male,Graduate,None,Not in Labour Force,0,0,1,2025-03-03,False
REC004860,ENU0035,Tamil Nadu,72,Female,Primary,None,Not in Labour Force,0,0,5,2025-11-03,False
REC004861,ENU0071,Karnataka,37,Female,Higher Secondary,None,Not in Labour Force,6,0,4,2025-10-18,False
REC004862,ENU0070,Bihar,38,Male,Secondary,None,Unemployed,0,0,6,2025-05-23,False
REC004863,ENU0146,Bihar,33,Male,Secondary,None,Unemployed,0,0,3,2025-06-26,False
REC004864,ENU0179,Maharashtra,24,Female,Illiterate,Agricultural Labourer,Employed,37,6917,9,2025-09-25,False
REC004865,ENU0027,West Bengal,72,Female,Secondary,None,Not in Labour Force,0,0,4,2025-05-25,False
REC004866,ENU0096,Bihar,35,Female,Illiterate,Construction Worker,Employed,60,5292,4,2025-11-07,False
REC004867,ENU0028,Gujarat,52,Female,Secondary,Driver,Employed,54,13795,1,2025-03-03,False
REC004868,ENU0116,Telangana,31,Female,Secondary,None,Unemployed,0,0,8,2025-01-09,False
REC004869,ENU0185,Telangana,35,Male,Secondary,Factory Worker,Employed,47,13319,2,2025-04-24,False
REC004870,ENU0108,Assam,49,Female,Higher Secondary,Carpenter,Employed,43,11919,3,2025-03-20,False
REC004871,ENU0007,Bihar,36,Female,Secondary,Driver,Unemployed,0,0,8,2025-12-25,False
REC004872,ENU0223,Uttar Pradesh,16,Female,Higher Secondary,None,Unemployed,0,0,2,2025-03-09,False
REC004873,ENU0222,Telangana,37,Female,Primary,Domestic Help,Employed,57,7971,6,2025-02-17,False
REC004874,ENU0210,Punjab,51,Female,Graduate,None,Not in Labour Force,0,0,4,2025-12-30,False
REC004875,ENU0247,Assam,31,Male,Secondary,Carpenter,Employed,47,9042,5,2025-01-19,False
REC004876,ENU0120,Bihar,76,Male,Secondary,None,Not in Labour Force,0,0,10,2025-12-15,False
REC004877,ENU0074,Odisha,70,Male,Primary,None,Not in Labour Force,0,0,7,2025-07-19,False
REC004878,ENU0045,Telangana,35,Female,Graduate,Clerk,Employed,27,8928,5,2025-06-01,False
REC004879,ENU0047,Rajasthan,26,Female,Graduate,Bank Employee,Employed,43,41160,2,2025-06-13,False
REC004880,ENU0104,Maharashtra,49,Male,Higher Secondary,None,Not in Labour Force,0,0,6,2025-02-24,False
REC004881,ENU0223,Madhya Pradesh,59,Male,Post Graduate,Bank Employee,Employed,48,50287,4,2025-11-10,False
REC004882,ENU0182,Bihar,28,Male,Secondary,Driver,Employed,46,6913,2,2025-04-29,False
REC004883,ENU0106,Gujarat,24,Female,Higher Secondary,Shop Assistant,Employed,35,10380,6,2025-12-13,False
REC004884,ENU0163,Gujarat,68,Female,Graduate,None,Not in Labour Force,0,0,8,2025-06-26,False
REC004885,ENU0147,Odisha,34,Female,Illiterate,Agricultural Labourer,Employed,53,11027,2,2025-01-02,False
REC004886,ENU0169,Bihar,50,Female,Primary,Factory Worker,Unemployed,0,0,2,2025-04-04,False
REC004887,ENU0199,Karnataka,9,Female,Primary,None,Not in Labour Force,0,0,4,2025-02-07,False
REC004888,ENU0195,Kerala,16,Male,Higher Secondary,Technician,Employed,39,13152,1,2025-01-23,False
REC004889,ENU0087,Rajasthan,27,Female,Secondary,Driver,Employed,33,9715,8,2025-08-24,False
REC004890,ENU0148,Karnataka,28,Female,Higher Secondary,Clerk,Employed,59,20094,6,2025-09-19,False
REC004891,ENU0095,Madhya Pradesh,40,Female,Graduate,None,Not in Labour Force,0,0,1,2025-10-29,False
REC004892,ENU0035,Maharashtra,6,Female,Primary,None,Not in Labour Force,7,0,2,2025-09-16,False
REC004893,ENU0222,Rajasthan,30,Female,Graduate,Clerk,Employed,66,28051,4,2025-05-02,False
REC004894,ENU0192,Gujarat,12,Female,Primary,None,Not in Labour Force,0,0,4,2025-04-13,False
REC004895,ENU0152,Odisha,34,Male,Higher Secondary,Shop Assistant,Employed,25,5949,3,2025-01-12,False
REC004896,ENU0028,Madhya Pradesh,48,Other,Graduate,IT Professional,Employed,68,100446,3,2025-08-18,False
REC004897,ENU0185,West Bengal,57,Female,Higher Secondary,Clerk,Employed,32,16604,6,2025-08-02,False
REC004898,ENU0048,Assam,23,Female,Primary,Domestic Help,Employed,52,8394,8,2025-04-06,False
REC004899,ENU0237,Karnataka,41,Female,Graduate,None,Not in Labour Force,0,0,4,2025-06-11,False
REC004900,ENU0085,Telangana,25,Female,Higher Secondary,None,Unemployed,0,0,6,2025-10-08,False
REC004901,ENU0172,Rajasthan,48,Male,Secondary,Street Vendor,Employed,49,6087,1,2025-07-09,False
REC004902,ENU0159,Assam,41,Male,Higher Secondary,None,Not in Labour Force,1,0,2,2025-02-06,False
REC004903,ENU0073,Gujarat,16,Female,Graduate,Sales Executive,Employed,51,27581,4,2025-11-10,False
REC004904,ENU0082,Tamil Nadu,50,Male,Primary,Agricultural Labourer,Employed,48,5260,1,2025-02-20,False
REC004905,ENU0030,Bihar,35,Male,Illiterate,Construction Worker,Employed,33,2048,5,2025-08-24,False
REC004906,ENU0050,Andhra Pradesh,49,Male,Primary,None,Not in Labour Force,0,0,2,2025-08-04,False
REC004907,ENU0119,Assam,38,Female,Secondary,Carpenter,Employed,38,14149,6,2025-05-28,False
REC004908,ENU0070,Andhra Pradesh,55,Male,Higher Secondary,Driver,Employed,55,15432,7,2025-03-28,False
REC004909,ENU0053,Uttar Pradesh,39,Female,Post Graduate,Bank Employee,Employed,36,27328,3,2025-04-17,False
REC004910,ENU0039,Punjab,63,Female,Graduate,None,Not in Labour Force,6,0,1,2025-05-06,False
REC004911,ENU0233,Rajasthan,37,Female,Illiterate,Agricultural Labourer,Employed,45,6836,2,2025-11-29,False
REC004912,ENU0225,Bihar,30,Female,Higher Secondary,Clerk,Unemployed,0,0,6,2025-10-16,False
REC004913,ENU0113,Gujarat,51,Male,Secondary,Shop Assistant,Employed,57,15055,7,2025-08-27,False
REC004914,ENU0212,Odisha,23,Male,Graduate,Bank Employee,Employed,41,41661,4,2025-12-08,False
REC004915,ENU0047,Rajasthan,31,Female,Graduate,None,Unemployed,0,0,2,2025-02-07,False
REC004916,ENU0194,Kerala,28,Female,Primary,None,Unemployed,0,0,5,2025-07-02,False
REC004917,ENU0158,Punjab,60,Male,Primary,None,Not in Labour Force,0,0,3,2025-09-16,False
REC004918,ENU0047,Madhya Pradesh,31,Female,Higher Secondary,Technician,Employed,34,10874,5,2025-11-23,False
REC004919,ENU0208,Uttar Pradesh,77,Female,Illiterate,None,Not in Labour Force,0,0,4,2025-09-07,False
REC004920,ENU0225,Gujarat,45,Male,Graduate,Teacher,Employed,63,41251,2,2025-08-09,False
REC004921,ENU0222,Telangana,14,Male,Primary,None,Not in Labour Force,0,0,6,2025-09-08,False
REC004922,ENU0136,Karnataka,47,Female,Post Graduate,IT Professional,Employed,25,23775,9,2025-04-28,False
REC004923,ENU0118,Maharashtra,24,Female,Higher Secondary,Technician,Employed,53,20873,4,2025-08-16,False
REC004924,ENU0066,Karnataka,10,Female,Primary,None,Not in Labour Force,0,0,3,2025-09-22,False
REC004925,ENU0242,Rajasthan,50,Female,Higher Secondary,None,Not in Labour Force,8,0,5,2025-03-13,False
REC004926,ENU0069,Telangana,70,Female,Higher Secondary,None,Not in Labour Force,0,0,1,2025-10-29,False
REC004927,ENU0187,Rajasthan,32,Female,Secondary,Carpenter,Employed,51,14860,4,2025-10-21,False
REC004928,ENU0066,Madhya Pradesh,13,Male,Primary,None,Not in Labour Force,5,0,1,2025-06-27,False
REC004929,ENU0103,Gujarat,44,Female,Higher Secondary,Technician,Employed,39,19229,7,2025-08-07,False
REC004930,ENU0002,Karnataka,25,Male,Graduate,None,Not in Labour Force,7,0,8,2025-02-14,False
REC004931,ENU0145,Madhya Pradesh,49,Female,Higher Secondary,Driver,Employed,46,10058,6,2025-03-21,False
REC004932,ENU0029,Odisha,28,Male,Graduate,Bank Employee,Employed,31,14994,6,2025-04-04,False
REC004933,ENU0055,Uttar Pradesh,25,Female,Graduate,IT Professional,Employed,32,46485,4,2025-11-04,False
REC004934,ENU0094,West Bengal,19,Male,Secondary,Shop Assistant,Employed,58,7307,3,2025-06-20,False
REC004935,ENU0091,Madhya Pradesh,28,Male,Graduate,Sales Executive,Employed,47,12214,5,2025-01-19,False
REC004936,ENU0236,Tamil Nadu,72,Male,Higher Secondary,None,Not in Labour Force,1,0,4,2025-06-21,False
REC004937,ENU0156,West Bengal,20,Female,Secondary,None,Not in Labour Force,0,0,4,2025-10-03,False
REC004938,ENU0202,Tamil Nadu,38,Male,Secondary,Driver,Employed,35,7372,4,2025-02-05,False
REC004939,ENU0191,Rajasthan,55,Male,Primary,Construction Worker,Employed,50,10178,2,2025-09-03,False
REC004940,ENU0247,West Bengal,45,Female,Higher Secondary,Driver,Employed,32,8040,2,2025-03-01,False
REC004941,ENU0136,Maharashtra,23,Female,Graduate,None,Unemployed,0,0,4,2025-03-17,False
REC004942,ENU0169,Uttar Pradesh,48,Female,Primary,Agricultural Labourer,Employed,40,3453,7,2025-12-02,False
REC004943,ENU0023,Punjab,29,Male,Primary,Factory Worker,Employed,53,11179,7,2025-01-01,False
REC004944,ENU0038,Andhra Pradesh,53,Female,Secondary,Factory Worker,Employed,21,4334,3,2025-05-03,False
REC004945,ENU0029,Madhya Pradesh,39,Female,Graduate,Teacher,Employed,49,37449,3,2025-04-16,False
REC004946,ENU0015,West Bengal,33,Female,Graduate,Bank Employee,Employed,70,67897,6,2025-09-11,False
REC004947,ENU0143,Kerala,32,Female,Graduate,IT Professional,Employed,57,68641,4,2025-10-20,False
REC004948,ENU0058,Odisha,53,Male,Post Graduate,Doctor,Employed,50,84795,3,2025-05-01,False
REC004949,ENU0152,Rajasthan,38,Male,Secondary,Street Vendor,Employed,52,7537,5,2025-03-14,False
REC004950,ENU0083,Tamil Nadu,48,Female,Higher Secondary,None,Not in Labour Force,7,0,1,2025-08-06,False
REC004951,ENU0040,West Bengal,18,Male,Secondary,None,Unemployed,0,0,4,2025-01-03,False
REC004952,ENU0010,Assam,27,Female,Graduate,None,Unemployed,0,0,5,2025-08-16,False
REC004953,ENU0249,Andhra Pradesh,39,Female,Secondary,Carpenter,Employed,46,9732,7,2025-01-14,False
REC004954,ENU0082,Uttar Pradesh,46,Male,Primary,Street Vendor,Employed,41,5042,1,2025-12-21,False
REC004955,ENU0113,Kerala,52,Female,Higher Secondary,Shop Assistant,Employed,42,8980,4,2025-03-11,False
REC004956,ENU0077,Gujarat,56,Male,Higher Secondary,Carpenter,Employed,15,4417,2,2025-05-02,False
REC004957,ENU0213,Andhra Pradesh,33,Male,Illiterate,Street Vendor,Employed,48,8136,3,2025-12-01,False
REC004958,ENU0036,Madhya Pradesh,36,Female,Secondary,None,Not in Labour Force,2,0,4,2025-05-14,False
REC004959,ENU0154,Karnataka,19,Male,Secondary,Shop Assistant,Employed,67,18160,1,2025-04-21,False
REC004960,ENU0037,Punjab,27,Male,Secondary,Driver,Employed,41,14079,2,2025-08-24,False
REC004961,ENU0071,Kerala,72,Female,Primary,None,Not in Labour Force,7,0,6,2025-03-06,False
REC004962,ENU0244,Andhra Pradesh,28,Female,Higher Secondary,Clerk,Employed,40,15390,7,2025-03-09,False
REC004963,ENU0163,Maharashtra,72,Female,Secondary,None,Not in Labour Force,0,0,7,2025-01-01,False
REC004964,ENU0152,Uttar Pradesh,40,Male,Secondary,None,Unemployed,0,0,3,2025-10-13,False
REC004965,ENU0085,Madhya Pradesh,7,Female,Primary,None,Not in Labour Force,3,0,3,2025-02-26,False
REC004966,ENU0082,Madhya Pradesh,16,Female,Primary,Construction Worker,Employed,46,8369,4,2025-09-01,False
REC004967,ENU0192,Bihar,17,Male,Primary,None,Unemployed,0,0,3,2025-07-13,False
REC004968,ENU0023,Tamil Nadu,21,Male,Secondary,None,Unemployed,0,0,7,2025-03-31,False
REC004969,ENU0114,Odisha,35,Female,Higher Secondary,Driver,Employed,59,16994,3,2025-04-01,False
REC004970,ENU0005,Punjab,37,Male,Primary,Domestic Help,Employed,32,3816,5,2025-01-07,False
REC004971,ENU0165,Kerala,28,Female,Primary,Construction Worker,Employed,51,8710,4,2025-02-26,False
REC004972,ENU0064,Andhra Pradesh,50,Male,Primary,Factory Worker,Employed,27,5215,4,2025-07-21,False
REC004973,ENU0174,Kerala,21,Male,Secondary,Factory Worker,Employed,51,13717,6,2025-03-20,False
REC004974,ENU0107,Kerala,42,Male,Primary,Construction Worker,Employed,38,8930,4,2025-02-17,False
REC004975,ENU0029,Karnataka,35,Female,Primary,Construction Worker,Employed,62,12927,4,2025-05-15,False
REC004976,ENU0228,West Bengal,9,Male,Primary,None,Not in Labour Force,0,0,4,2025-08-13,False
REC004977,ENU0062,Andhra Pradesh,64,Male,Secondary,None,Employed,0,122519,1,2025-04-17,True
REC004978,ENU0215,Karnataka,30,Male,Secondary,Factory Worker,Employed,43,10837,4,2025-03-05,False
REC004979,ENU0028,Tamil Nadu,33,Female,Graduate,None,Not in Labour Force,0,0,7,2025-08-19,False
REC004980,ENU0124,Uttar Pradesh,40,Female,Secondary,None,Not in Labour Force,0,0,4,2025-05-23,False
REC004981,ENU0236,West Bengal,27,Female,Secondary,None,Unemployed,0,0,5,2025-02-13,False
REC004982,ENU0107,Maharashtra,49,Female,Primary,Construction Worker,Employed,36,5894,6,2025-07-28,False
REC004983,ENU0166,Kerala,32,Female,Illiterate,Agricultural Labourer,Employed,51,6905,4,2025-06-04,False
REC004984,ENU0155,Karnataka,34,Male,Primary,None,Not in Labour Force,0,0,3,2025-05-20,False
REC004985,ENU0072,Andhra Pradesh,65,Male,Higher Secondary,None,Not in Labour Force,0,0,1,2025-05-12,False
REC004986,ENU0009,Andhra Pradesh,23,Female,Graduate,None,Not in Labour Force,0,0,9,2025-11-29,False
REC004987,ENU0177,Assam,6,Male,Primary,None,Not in Labour Force,0,0,5,2025-09-21,False
REC004988,ENU0096,Andhra Pradesh,39,Male,Secondary,None,Not in Labour Force,0,0,3,2025-11-04,False
REC004989,ENU0155,Maharashtra,44,Female,Primary,Construction Worker,Employed,35,6061,1,2025-03-25,False
REC004990,ENU0023,Telangana,32,Female,Secondary,Factory Worker,Employed,35,9057,5,2025-06-25,False
REC004991,ENU0200,Tamil Nadu,29,Male,Secondary,Factory Worker,Employed,53,17670,5,2025-04-14,False
REC004992,ENU0005,Maharashtra,38,Male,Secondary,Shop Assistant,Employed,36,9404,5,2025-05-27,False
REC004993,ENU0096,Tamil Nadu,48,Female,Post Graduate,Bank Employee,Employed,55,63349,2,2025-07-20,False
REC004994,ENU0019,Punjab,30,Male,Higher Secondary,Shop Assistant,Employed,41,9345,2,2025-06-14,False
REC004995,ENU0104,West Bengal,39,Female,Secondary,Carpenter,Employed,54,22717,5,2025-07-11,False
REC004996,ENU0034,Gujarat,42,Male,Post Graduate,Government Officer,Employed,41,37050,3,2025-04-15,False
REC004997,ENU0172,Assam,11,Female,Primary,None,Not in Labour Force,0,0,7,2025-03-23,False
REC004998,ENU0200,Punjab,38,Male,Graduate,Teacher,Employed,33,17056,6,2025-04-08,False
REC004999,ENU0180,Telangana,23,Female,Higher Secondary,Driver,Employed,33,11340,5,2025-07-18,False
REC005000,ENU0051,Telangana,57,Female,Secondary,None,Not in Labour Force,0,0,6,2025-10-24,False
REC005001,ENU0058,Gujarat,17,Male,Higher Secondary,Shop Assistant,Employed,50,11381,8,2025-06-08,False
REC005002,ENU0128,Madhya Pradesh,48,Female,Secondary,Shop Assistant,Employed,41,8910,6,2025-06-01,False
REC005003,ENU0090,Karnataka,11,Male,Primary,None,Not in Labour Force,5,0,5,2025-09-16,False
REC005004,ENU0228,Bihar,35,Female,Primary,Factory Worker,Unemployed,0,0,6,2025-10-10,False
REC005005,ENU0053,Punjab,35,Male,Primary,None,Unemployed,0,0,3,2025-11-22,False
REC005006,ENU0198,Assam,37,Male,Graduate,Sales Executive,Employed,54,22085,4,2025-08-29,False
REC005007,ENU0180,Madhya Pradesh,18,Male,Primary,None,Not in Labour Force,0,0,2,2025-08-11,False
REC005008,ENU0019,Telangana,18,Male,Primary,None,Not in Labour Force,0,0,3,2025-06-24,False
REC005009,ENU0044,Gujarat,37,Female,Graduate,Clerk,Employed,37,15779,4,2025-09-15,False
REC005010,ENU0159,Telangana,11,Female,Primary,None,Not in Labour Force,4,0,3,2025-04-26,False
REC005011,ENU0220,Maharashtra,30,Male,Primary,None,Unemployed,0,0,4,2025-12-01,False
REC005012,ENU0090,Gujarat,40,Female,Graduate,IT Professional,Employed,39,67630,4,2025-02-23,False
REC005013,ENU0124,West Bengal,46,Female,Illiterate,None,Not in Labour Force,0,0,4,2025-04-03,False
REC005014,ENU0218,Maharashtra,70,Female,Secondary,None,Not in Labour Force,0,0,3,2025-08-16,False
REC005015,ENU0204,Telangana,32,Male,Higher Secondary,None,Not in Labour Force,0,0,2,2025-12-20,False
REC005016,ENU0003,Bihar,29,Female,Graduate,Teacher,Unemployed,0,0,6,2025-11-17,False
REC005017,ENU0055,Maharashtra,17,Other,Secondary,None,Not in Labour Force,0,0,4,2025-11-14,False
REC005018,ENU0224,Kerala,28,Male,Secondary,None,Unemployed,0,0,8,2025-09-27,False
REC005019,ENU0022,West Bengal,58,Female,Higher Secondary,None,Not in Labour Force,1,0,6,2025-08-16,False
REC005020,ENU0022,Tamil Nadu,54,Female,Secondary,Driver,Employed,27,6118,6,2025-06-17,False
REC005021,ENU0227,Bihar,33,Male,Graduate,Clerk,Unemployed,0,0,1,2025-03-14,False
REC005022,ENU0034,Odisha,36,Male,Primary,None,Not in Labour Force,0,0,4,2025-07-02,False
REC005023,ENU0210,Karnataka,27,Male,Secondary,Driver,Employed,57,13841,3,2025-04-07,False
REC005024,ENU0213,West Bengal,17,Male,Illiterate,Construction Worker,Employed,39,8302,10,2025-12-15,False
REC005025,ENU0164,Uttar Pradesh,-8,Male,Primary,None,Not in Labour Force,2,0,7,2025-03-08,True
REC005026,ENU0011,Madhya Pradesh,39,Female,Post Graduate,Engineer,Employed,43,51141,2,2025-08-20,False
REC005027,ENU0208,Uttar Pradesh,18,Female,Secondary,None,Not in Labour Force,0,0,4,2025-02-01,False
REC005028,ENU0159,Andhra Pradesh,21,Male,Primary,Domestic Help,Employed,52,9009,1,2025-05-19,False
REC005029,ENU0033,Maharashtra,33,Female,Higher Secondary,Technician,Employed,58,23414,9,2025-03-11,False
REC005030,ENU0248,Andhra Pradesh,69,Female,Higher Secondary,None,Not in Labour Force,0,0,5,2025-08-16,False
REC005031,ENU0166,Rajasthan,20,Male,Primary,Domestic Help,Employed,50,7565,4,2025-02-11,False
REC005032,ENU0236,Maharashtra,23,Female,Primary,None,Not in Labour Force,0,0,7,2025-10-23,False
REC005033,ENU0112,West Bengal,24,Male,Graduate,None,Unemployed,0,0,8,2025-03-26,False
REC005034,ENU0213,Tamil Nadu,65,Male,Secondary,None,Not in Labour Force,0,0,6,2025-01-29,False
REC005035,ENU0137,Karnataka,34,Male,Graduate,IT Professional,Employed,61,65021,4,2025-06-20,False
REC005036,ENU0249,West Bengal,50,Female,Graduate,Bank Employee,Employed,22,23456,4,2025-07-12,False
REC005037,ENU0101,Andhra Pradesh,32,Male,Graduate,Clerk,Employed,31,7916,10,2025-03-20,False
REC005038,ENU0221,Karnataka,13,Male,Primary,None,Not in Labour Force,5,0,2,2025-12-13,False
REC005039,ENU0002,Tamil Nadu,50,Female,Primary,Domestic Help,Employed,24,2424,3,2025-03-26,False
REC005040,ENU0189,Bihar,38,Female,Higher Secondary,Carpenter,Unemployed,0,0,3,2025-12-04,False
REC005041,ENU0060,Rajasthan,66,Male,Primary,None,Not in Labour Force,0,0,4,2025-09-16,False
REC005042,ENU0105,Uttar Pradesh,50,Male,Primary,Factory Worker,Employed,53,15169,4,2025-10-28,False
REC005043,ENU0151,Assam,9,Female,Primary,None,Not in Labour Force,8,0,5,2025-03-13,False
REC005044,ENU0063,Telangana,44,Female,Primary,Factory Worker,Employed,44,11987,4,2025-08-21,False
REC005045,ENU0005,Gujarat,49,Male,Graduate,Teacher,Employed,31,18461,6,2025-01-09,False
REC005046,ENU0174,Assam,39,Female,Graduate,None,Unemployed,0,0,2,2025-11-09,False
REC005047,ENU0240,Kerala,49,Female,Higher Secondary,Technician,Employed,45,15478,2,2025-07-28,False
REC005048,ENU0199,Rajasthan,24,Female,Graduate,None,Unemployed,0,0,3,2025-02-26,False
REC005049,ENU0128,Madhya Pradesh,62,Female,Higher Secondary,Shop Assistant,Employed,53,10403,4,2025-04-01,False
REC005050,ENU0056,Punjab,75,Female,Graduate,None,Not in Labour Force,0,0,4,2025-01-15,False
REC005051,ENU0005,Gujarat,43,Male,Primary,Domestic Help,Employed,35,3515,4,2025-08-27,False
REC005052,ENU0228,Punjab,32,Female,Primary,Agricultural Labourer,Employed,50,8295,3,2025-07-28,False
REC005053,ENU0172,Punjab,45,Male,Higher Secondary,Driver,Employed,45,11180,7,2025-10-07,False
REC005054,ENU0083,Punjab,19,Female,Secondary,None,Not in Labour Force,0,0,4,2025-06-29,False
REC005055,ENU0141,Tamil Nadu,9,Female,Higher Secondary,Doctor,Employed,32,10764,6,2025-03-30,True
REC005056,ENU0041,Maharashtra,47,Female,Higher Secondary,Driver,Employed,33,8780,5,2025-05-08,False
REC005057,ENU0031,Uttar Pradesh,53,Male,Post Graduate,Doctor,Employed,40,68332,7,2025-03-31,False
REC005058,ENU0001,Bihar,28,Female,Primary,None,Not in Labour Force,0,0,5,2025-09-11,False
REC005059,ENU0229,Maharashtra,17,Male,Higher Secondary,Driver,Employed,28,7375,5,2025-07-20,False
REC005060,ENU0194,Tamil Nadu,41,Male,Graduate,None,Not in Labour Force,0,0,4,2025-01-03,False
REC005061,ENU0114,Andhra Pradesh,19,Female,Higher Secondary,None,Not in Labour Force,3,0,2,2025-09-21,False
REC005062,ENU0046,Andhra Pradesh,36,Male,Higher Secondary,None,Not in Labour Force,0,0,1,2025-03-28,False
REC005063,ENU0029,Telangana,36,Male,Higher Secondary,Carpenter,Employed,0,62623,2,2025-04-22,True
REC005064,ENU0049,Madhya Pradesh,23,Female,Secondary,Factory Worker,Employed,47,13065,2,2025-10-19,False
REC005065,ENU0164,Assam,-7,Male,Graduate,None,Not in Labour Force,0,0,4,2025-05-02,True
REC005066,ENU0042,Gujarat,40,Male,Higher Secondary,None,Not in Labour Force,0,0,6,2025-07-29,False
REC005067,ENU0093,Madhya Pradesh,34,Male,Higher Secondary,Driver,Employed,46,9007,1,2025-06-14,False
REC005068,ENU0065,Gujarat,33,Male,Higher Secondary,Driver,Employed,55,10821,9,2025-04-09,False
REC005069,ENU0110,Rajasthan,48,Female,Primary,Factory Worker,Employed,51,14303,4,2025-11-08,False
REC005070,ENU0164,Telangana,83,Female,Secondary,None,Not in Labour Force,0,0,3,2025-09-17,False
REC005071,ENU0214,Kerala,20,Female,Secondary,Shop Assistant,Employed,39,9019,4,2025-12-23,False
REC005072,ENU0074,Telangana,38,Male,Higher Secondary,Carpenter,Employed,44,11877,1,2025-05-02,False
REC005073,ENU0210,Uttar Pradesh,51,Female,Higher Secondary,Technician,Employed,49,12243,3,2025-05-19,False
REC005074,ENU0092,Gujarat,38,Female,Secondary,Shop Assistant,Employed,47,8611,9,2025-05-13,False
REC005075,ENU0005,Punjab,7,Male,Primary,None,Not in Labour Force,3,0,4,2025-11-23,False
REC005076,ENU0070,Karnataka,28,Female,Illiterate,None,Not in Labour Force,7,0,2,2025-08-23,False
REC005077,ENU0027,Assam,18,Male,Higher Secondary,Technician,Employed,36,10873,6,2025-07-07,False
REC005078,ENU0228,Punjab,52,Female,Illiterate,Agricultural Labourer,Employed,42,6110,2,2025-05-26,False
REC005079,ENU0169,Rajasthan,60,Male,Primary,Factory Worker,Employed,46,12863,3,2025-09-08,False
REC005080,ENU0130,Bihar,21,Female,Secondary,None,Unemployed,0,0,10,2025-06-02,False
REC005081,ENU0164,Madhya Pradesh,65,Female,Higher Secondary,None,Not in Labour Force,0,0,4,2025-07-11,False
REC005082,ENU0103,Maharashtra,31,Female,Primary,Construction Worker,Employed,35,6045,3,2025-01-10,False
REC005083,ENU0014,Kerala,64,Female,Primary,Factory Worker,Employed,42,11266,2,2025-01-31,False
REC005084,ENU0147,Andhra Pradesh,73,Female,Primary,None,Not in Labour Force,0,0,4,2025-03-29,False
REC005085,ENU0214,Odisha,5,Male,Illiterate,None,Not in Labour Force,1,0,4,2025-07-10,False
REC005086,ENU0031,West Bengal,16,Male,Secondary,Driver,Employed,38,9523,5,2025-10-24,False
REC005087,ENU0048,Uttar Pradesh,25,Male,Graduate,Teacher,Employed,40,17817,9,2025-06-22,False
REC005088,ENU0212,Karnataka,10,Male,Primary,None,Not in Labour Force,6,0,8,2025-04-14,False
REC005089,ENU0211,Karnataka,87,Female,Primary,None,Not in Labour Force,0,0,1,2025-11-23,False
REC005090,ENU0152,Bihar,12,Female,Primary,None,Not in Labour Force,0,0,5,2025-12-28,False
REC005091,ENU0143,Rajasthan,63,Female,Graduate,None,Not in Labour Force,0,0,6,2025-07-04,False
REC005092,ENU0171,Punjab,75,Male,Higher Secondary,None,Not in Labour Force,0,0,7,2025-11-11,False
REC005093,ENU0027,Bihar,-8,Female,Higher Secondary,Driver,Unemployed,0,0,7,2025-11-10,True
REC005094,ENU0029,Maharashtra,43,Female,Primary,Street Vendor,Employed,48,7761,6,2025-02-19,False
REC005095,ENU0218,Rajasthan,58,Male,Illiterate,Domestic Help,Employed,48,6175,4,2025-06-05,False
REC005096,ENU0057,Madhya Pradesh,61,Female,Graduate,Bank Employee,Employed,30,25880,5,2025-07-20,False
REC005097,ENU0124,Maharashtra,31,Female,Secondary,Factory Worker,Employed,23,6178,8,2025-07-10,False
REC005098,ENU0167,Punjab,35,Other,Secondary,None,Not in Labour Force,0,0,7,2025-09-25,False
REC005099,ENU0205,Telangana,37,Female,Secondary,Shop Assistant,Employed,59,13485,5,2025-10-07,False
REC005100,ENU0162,Kerala,16,Female,Illiterate,Construction Worker,Employed,62,12318,6,2025-03-23,False
REC005101,ENU0100,Karnataka,5,Female,Illiterate,None,Not in Labour Force,9,0,3,2025-09-07,False
REC005102,ENU0104,Uttar Pradesh,21,Male,Illiterate,None,Not in Labour Force,0,0,6,2025-12-15,False
REC005103,ENU0120,Andhra Pradesh,63,Male,Primary,None,Not in Labour Force,0,0,4,2025-07-10,False
REC005104,ENU0083,Karnataka,64,Male,Primary,None,Not in Labour Force,9,0,1,2025-04-20,False
REC005105,ENU0038,Rajasthan,45,Male,Higher Secondary,Carpenter,Employed,45,16166,3,2025-10-26,False
REC005106,ENU0004,Telangana,33,Female,Primary,None,Unemployed,0,0,3,2025-02-04,False
REC005107,ENU0168,Karnataka,49,Female,Secondary,Carpenter,Employed,21,5237,6,2025-06-22,False
REC005108,ENU0086,Kerala,15,Male,Graduate,None,Not in Labour Force,0,0,5,2025-07-19,False
